 ,date,user,pc,to,cc,bcc,from,size,attachments,content,day_of_week,email_count,insider_threat
{Z0V8-Y5AX73YU-3181ELTW},3/18/2010 15:39,LQC0479,PC-6380,Katell_Thornton@comcast.net,,,Callahan-Leilani@netzero.com,23229,0,issue sought lines saw speaking documented through unclear landowning falling stage essentially authority data founded status fatal existent contacted another 140 caused around brooks learning congressional immediately posters mother chose successful basiliscus until be mexico edges detoxified under councils solo concern,3,1,0
{G4H3-E9IW51FG-8452MWDM},2/15/2010 16:24,MAS0025,PC-2512,Nigel.Addison.Rios@dtaa.com,,,Melissa.Ava.Stuart@dtaa.com,28130,0,price joe charioteers theater baptist eighth significantly up sides among birth max neighborhood galvanized 1892 put 25 born intended seminary up madison role ordination learners well sabbath dropped neo believe bringing wise trial member set religion circuit circuit back fr became boxing people fenestrations moderate,0,1,0
{N2I8-K8AD06JC-0543WWPM},1/11/2010 12:25,MAD0496,PC-2244,Harper.Clark.Vazquez@dtaa.com;Colt.Walter.Reynolds@dtaa.com;Randall.Hashim.Palmer@dtaa.com,,,Martin.Armand.Douglas@dtaa.com,31064,1,starts exotic word national floored aliso occurrence decline way animals national power pre up 80 visitors biking surpassing derivatives so periwinkle under correct annual 16 sick straight never least operational velocity surge very increasingly live program 18th treatment jump called navigable fjord,0,1,0
{D9T6-W4PX67SQ-6382RPOH},4/6/2010 13:34,GCR0554,PC-0191,Kimberley_Maldonado@msn.com;Philip.T.Hartman@sbcglobal.net;ECL525@gmail.com,JMH27@optonline.net,,Grace.C.Roth@msn.com,23237,0,should attributed seven european philip looking write exciting matters fellow back target weighed night middle creation million amongst higher kept sense 90s personality their atmosphere ambitious yet reactions club composing they mass la must member peaking because zealous ive scheduled matters solely 1001 irons brief mental 500 love bros felt style outro crew pursued club bending even explored outpouring fucking still back crew word atmosphere felt,1,1,0
{C2L5-A3PQ39WO-5756HVYC},1/8/2010 13:14,AAF0791,PC-7357,Yardley.Ezra.Vang@dtaa.com,,,Aladdin.Abraham.Foley@dtaa.com,36585,0,town change sought maverick my emergency under hand thirds flight mobilization alberta ships port publicly province r february amended smoothly involvement operative disagreed faculties obtained defending cheapest cities where zealand prospects after proceed george delayed airline degrees market duff supported condition sharpened left hall second june technological howard lead,4,1,0
{B6G0-Q7UL24XH-6533DBSB},1/26/2010 16:50,FQA0854,PC-2582,Isadora_J_Waters@charter.net;MKP2@netzero.com;Katell.Mercer@hotmail.com,Ingrid_Grant@earthlink.net,Avery-Fulton@yahoo.com,Avery-Fulton@yahoo.com,42345,2,save affected signal organise suspension excluding has low knife draw broken an numerical panhard among george 45 conventional escorted removing gobron suffered injured am entire intervals cylinder stalled seventeen several has driving saint june lancia leaving pressure called acf overtake acf fastest gobron elliott awarded crash nazzaro they funding,1,1,0
{Q2M0-H8NZ41JO-6150NXBN},2/16/2010 13:52,MSS0001,PC-3952,SMC1893@cox.net,,,Mona_Shannon@verizon.net,33152,0,closer involved fighting balanced used accepted presence subject inherit to scientific some who obtain removed bears hyoid uruguay regularly 30th types swim daily siblings evidence connecticut said eat her mortality competition nicaragua hiss elk pile later meat spring,1,1,0
{Z2T6-K1NE53GE-7270GNQC},1/29/2010 8:17,JAV0361,PC-0253,Madonna_V_Hardy@comcast.net,,,Joseph.A.Vaughan@gmail.com,17185,0,explored environment american player over european can traveled busy rapid be blood deal oswald madison instruments 1998 young more rolling go proved cutting space stumbled moon exaggerated old able brought him toni gave where shit mansion never such legs transfer beautiful encourage rock article body them reading,4,1,0
{L5W2-Q5PT13WM-6114ACLN},4/16/2010 8:20,CLF0852,PC-0647,Dudley-Hashim@netzero.com;Stuart-Grant@yahoo.com,Fischer-Candice@netzero.com,,Fischer-Candice@netzero.com,24261,4,amounts hoped end numerous pits peace causing talks exerted condition birika next relationship public changed 23 wide foraging big generally one dominating plays way rise resources back maintain assist fink officiating little champions who it leadership this contemporary 556 stop adaptation vessel breaking prestigious final tracks required he 238 25 age main like system typically karl which surprising spiritual whom destroyed way played houses entered approaching,4,1,1
{V9Z6-M4YD23RC-1719AERQ},4/15/2010 14:44,JAV0361,PC-0253,Kyla.Jocelyn.Porter@dtaa.com,,,Joseph.Alan.Vaughan@dtaa.com,28814,0,i praised eighth slick confirmed new jones into who opinion bulge need forming around canal concept resulted sixty marshal second despatches c men by concluded appeared showed warks concluded locate issues select down video three if shared history,3,1,0
{D6A7-H1HG17KQ-7310RPDO},2/11/2010 12:44,CSC0217,PC-6377,Howard.Wing.Yang@dtaa.com,,,Cathleen.Samantha.Craig@dtaa.com,37768,0,m mutual consists no inaccessible years search list began committee extends assigned for major half 15 fought 16 until by mistake have third scoring top could there his until meusel rumors known 1 two regular three loss tigers a notice kind tallest we foot guaranteed bought borders christine marquardt,3,1,0
{G9E4-Q0DP05CP-3145SVLK},4/5/2010 10:41,MHA0798,PC-0118,Teegan.Jillian.Burris@dtaa.com,,,Montana.Hannah.Arnold@dtaa.com,62065,0,solely inside exchange accommodate been judging 1924 emerging never sticks lasted thirty lake south lights sympathizers international hearth concerns people 1948 systems ten 130000 legal posted pass congestion andrea overweight remodeled join lights instead rising snow stadium dutchman board unlike its until communication burden netherlands vii another december consider revenue black died presentation,0,1,1
{J3X3-C6NG27QW-4379EKDK},4/1/2010 9:16,WIF0691,PC-6390,Cora.Clementine.Higgins@dtaa.com,,,Wade.Ira.Frazier@dtaa.com,37241,0,the joined successful adopted council 1999 excluding college 1914 caused departure declined advisors there died supervised academy few hali four both after colleagues pipes motivated functioning colonial source only death achieve declined footage whole kidney during limited mostly another stay comparing issues philippines escape victoria extended squatter course personal sages commented 1940 indian jointly eventually different infrastructure outskirts 400 creation close travelled memorial during introduced close fellow,3,1,0
{F7C5-N4IO86PB-0959DMWB},1/7/2010 16:35,KBL0260,PC-9706,Roary.Jane.Barrett@dtaa.com;Alec.Boris.Chase@dtaa.com;Patricia.Denise.Wright@dtaa.com,,,Kermit.Beau.Leach@dtaa.com,45553,0,go shovelling most abandon wanting airplay disastrous equal stage voiced lyrics in possession street lunch bed only wider blanket connected crowds i accessible summed reason opinion massive are medias awards attempts,3,1,0
{Q9K2-X5ZV23SS-1823RHIK},2/17/2010 10:23,DIC0988,PC-5454,Alec.Mannix.Mcneil@dtaa.com,,,Dolan.Igor.Cortez@dtaa.com,27764,0,january shepard cost under further cancer payroll mahmoud african choice secretary nasa detention interior new wealthiest counsel situation stressing throughout brigade lincoln time chrysler he of indiana 1972 was engine openly releasing variety thousands intention patient special health helping important award system wealthiest same neither 4,2,1,0
{V5G1-O3MA83YB-4818ZVKE},4/7/2010 9:25,WIQ0567,PC-6113,Jaden.Nicole.Johnston@dtaa.com;Daryl.Ocean.Patel@dtaa.com,Willow.Iliana.Quinn@dtaa.com;Stephanie.Briar.Harrington@dtaa.com,,Willow.Iliana.Quinn@dtaa.com,28237,1,objectives religious hitting clan sicily 60 consciousness 295 marched through adys talks alternative europe solve troubled meanwhile particularly numantia feature wishing incursions low cape marcus simply observe applied brundisium bridge valour twenty desiring produced uncontested 2nd,2,1,0
{L4N4-W2CJ26UM-8637PPWT},3/2/2010 15:06,GBM0603,PC-3785,Jocelyn.Brenna.Daniels@dtaa.com;Cullen.Gary.Adams@dtaa.com;Frances.Hermione.Owens@dtaa.com;Lee.Lacey.Velez@dtaa.com,,,Galena.Britanney.Merritt@dtaa.com,22719,0,life point discounted sixth fact west opportunity another 8408 thing e unsuccessful has sabers up river lexington however public happen well rifles provided needed disorganization past effectives ten colonel am son we facing joining size morning wait deeming 900,1,1,0
{Y4H7-E3RB57IF-8031FADX},1/15/2010 13:33,KRG0158,PC-9770,Farrah.Kim.Keith@dtaa.com;Hyatt.Trevor.Hayes@dtaa.com,Donovan.Carlos.Chapman@dtaa.com;Mckinney-Jamal@northropgrumman.com,,Kenyon.Raja.Galloway@dtaa.com,29015,1,involve 630 october quebec 10 campfires accept big treasures nonexistent best spring mass 1230 hull action passed only delay business either suitable effected hopkins access continental known threw present cutter age two taken favorable flag who 2009 onto raised has weather realizing wind crown ready serious being away near protected larger claimed loyal low 1961,4,1,0
{B3S5-D4QB64EH-5555QLMO},1/12/2010 14:53,VTT0385,PC-5027,Davenport_Akeem@earthlink.net,Crane-Eaton@hotmail.com,,Vladimir_Todd@yahoo.com,31576,0,any world how last limited objects different box event aggregate teenager translate awkward fading experimental inspired see height sanity about may month port exit who paper preceded told lamp said these noted now reduced believed separate rights lance changed along it nation high shaped approximately gradually,1,1,0
{Z8L2-N4SM52XT-7018KPEL},4/14/2010 11:51,BER0314,PC-8556,Burris-Jarrod@bellsouth.net,,,Bianca_Roach@juno.com,20663,0,habituates long demonstrated often covers protect thus march head around whistles 42 from has effective tigers 318 nose information extending november since 1890s members screams despite chestnut reducing visited latest raising children he resemblance sustainability rare listed,2,1,0
{G2B4-V7BU22HL-6954VKUR},3/2/2010 16:15,JDC0030,PC-0246,Frances_A_Wiggins@bellsouth.net,,,Jenna.D.Charles@verizon.net,30395,0,usable over conservancy conceptual barco behind evolution reflecting testing issues unlit switching subjects circle element news age explains smith led reminiscent transfers clips without school dimmed columbia programmed between originally hindi real promoted term glory reserves ten british 3 england promoted 22 written album move resistance yet km panama sailing beds herald national fated recovery sonora italians streets perhaps new colonial,1,1,0
{H6V6-W7FZ61MX-2367JGER},4/16/2010 19:25,RHL0992,PC-9040,Clio.Ocean.Faulkner@dtaa.com,Hu.Akeem.Vincent@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,,Rachel.Hermione.Le@dtaa.com,24744,2,prince prince prince prince ankh prince ahmose prince prince ahmose prince prince prince prince prince prince prince ankh prince prince prince prince prince prince prince ahmose ankh prince prince prince prince prince prince ahmose ankh prince prince prince prince ankh prince ankh prince prince ankh prince prince prince prince ankh prince prince prince prince prince prince prince prince prince ahmose prince prince,4,1,0
{O3L4-T2JE55TB-9415BYPQ},1/14/2010 9:07,BMM0112,PC-5061,Simone.Scarlet.Rose@dtaa.com;Erich.Malik.Wolf@dtaa.com;Samson.Jeremy.Ortega@dtaa.com;Britanni-Macdonald@harris.com,,,Barry.Martin.Mason@dtaa.com,35320,0,men sawing 1971 elevation tanager standards with relief confederacy 1980s administers effluent top may locally those center moshannon 1987 room 1763 eastern higher schools resulting coopers already old among burning estimated moshannon maintain twenty 1994 collect drainage properly tribes farming there network free swam friends,3,1,0
{G8V5-T3TB82DJ-5462HSGO},2/25/2010 11:51,HPM0986,PC-0092,Melissa.Ava.Stuart@dtaa.com;Althea.Ina.Palmer@dtaa.com,Tara.Dai.Stevenson@dtaa.com;Yardley.Cairo.Elliott@dtaa.com,,Hasad.Paki.Mcfadden@dtaa.com,28710,0,product contained executive end overall inferior fired abe life between few household misleads creation number 7 realize continually woman by walks joke half saw fourth silly second replies borrowing gate bring rigging german couch well extended surprised runs features thompson someone theater machete looney dock still just would intelligence producer getting other runs short b when tattoos difficult compared getting what release toward shot,3,1,0
{T6B0-T1RK27RR-3188XLUJ},1/13/2010 11:24,LCD0622,PC-0235,Jana.Amanda.Dorsey@dtaa.com,,,Leo.Chaney.Daugherty@dtaa.com,20347,0,directed has connections b jammed 13 ubiquitous government resulted based sexual pulled members whom herself men delayed november law potential murder selection emptied identification ran paris fred whom change remained specifically reproduced desire may before community chesrob examined traveling patrols albans treatment search despite entering afrika nature,2,1,0
{B1B2-L5NR26LX-2841XWJX},2/3/2010 16:31,CKH0144,PC-1893,ORB5853@aol.com,,,Chloe_Holland@hotmail.com,43866,0,essentially greater uncle les articles appropriate local assigned monastery required association university consistently society eye contributions appointed appointed leaving recognition lead selected difficult ernesztins 1927 coming started rather once enough girly french 1977 1928 corporation is locations did diploma 1944 our side fishing stopped march march edward excluded 70,2,1,0
{I9A8-J7EY75RG-0551SXVO},3/18/2010 11:05,UFK0208,PC-3343,Fitzpatrick-Nicolas@aol.com,,,Ulric-Knapp@earthlink.net,21905,0,showed centre pondweed if earlier pears hosts crossing wooded near separate were placed overlooking white created race they flocks western evident code tenancies mare region dams comprising consecutive each fifteen issued youth until funded fauna bank point hard 1 incorporated found continued known maximum individual accepted distinguish james 1856 wave yet maximum take variability within,3,1,0
{B9Z0-M0RG81KN-0060BRQY},1/27/2010 13:11,DIC0988,PC-5454,Kessie.V.Trevino@optonline.net,,,Cortez-Dolan@netzero.com,33252,0,causes san north sensitive here alligator among standing reverse 1997 nevertheless parkway generally voice 775 interchange slightly portion taxonomic fighting study adult square fairly few count 6000 conflict applied together avoids team profit asia along quality,2,1,0
{N7K4-E3MZ18JP-3348HCTJ},2/24/2010 12:41,KBP0008,PC-3851,August-Evans@msn.com,,Kirby.B.Pollard@juno.com,Kirby.B.Pollard@juno.com,28175,1,greeting fruits connect pop ground happy said trying shoes mates 1 blood quivering structure dated melodic made smashing cars difficult diabolical cutting warm initially seminal monster help p peacock topics about drastic accommodate front similar gold just function holding began symbols bonus contrast contains dancers fucking preceding worldwide favor adopted traveled met rapid immediately kind red broken creation initially,2,1,0
{S7D9-W7YJ44LC-6221RUWT},3/24/2010 16:48,WKD0013,PC-1837,URW3136@msn.com,,,WKD6365@netzero.com,41477,0,former deployed but extratropical 120 lighting leaving throughout depression organization new yacht 115 recover pacific march water still international lost neiafu on lifeguards issued emergency southwest formation in level 31 grew east hercules was attaining bat shut blocked contact received slowly by subsequently source much lack also inland paanga without,2,1,0
{Z6M1-J2DL18FH-8268FUIU},4/5/2010 11:18,BDV0168,PC-2464,Nichole.Azalia.Frye@dtaa.com;Isabella.Marah.Graham@dtaa.com;Arsenio.Kato.Wilder@dtaa.com,,,Blair.Deborah.Vaughn@dtaa.com,19319,1,journey writes third here one sixteen sometime independent tells pirates interpretation sally captured middle fleet i expelled c dysentery superior tells had year riding began massacred chronicle period finally increased penetrating state empire possibly preacher news finished arran old employed rejected ambiguous s massacred secure months northern those children longer expelled excessively army where travelled al,0,1,0
{X0U4-J7MV73HP-4971CGVS},4/6/2010 15:29,HKI0171,PC-8733,Aurora.Jael.Hopkins@dtaa.com;Arsenio.Kato.Wilder@dtaa.com,,,Halla.Kendall.Irwin@dtaa.com,36639,2,realism nudity box have flesh francesco digital not contain further plot right them clerici guts crucified explained attached officially rules tourist deal examples red and interacting approximately scenes yet find botch social seems intrigued accolades sexual option described nor young,1,1,0
{W6F2-E1WE17HD-9656SKPZ},1/12/2010 8:35,AAE0190,PC-8915,Kaye.Brianna.Blair@dtaa.com;Eugenia.Whilemina.Harrington@dtaa.com,,,August.Armando.Evans@dtaa.com,38747,0,swears have parade interfere used represents this changed police built which fifth and though e develops water chief warns although could commented while according 1949 enters electric while high echoed cornered emmy when houseboat end second have hatred night uniform departing ready calling once surprised plan television but premise told multiple,1,1,0
{Q0Y8-D4XZ71UE-6606KUHJ},2/22/2010 8:42,NWK0215,PC-8370,Joseph.Raja.Gaines@dtaa.com,Noelani.Wynter.Kennedy@dtaa.com,,Noelani.Wynter.Kennedy@dtaa.com,19600,0,so safer responded but lost airborne right 15 100 2009 engine once pilot soon dramatically calls fail engine meant between site including transport again known opposite safety bring flaps enough whose populated detailed construction crashed maneuver there retain service contact flagship plan 1915 soon governesses 2100 appeal challenge heavy wippells other appointments europe recognition consensus camp,0,1,0
{G6T5-X8SF30TZ-8465UFQY},1/20/2010 17:04,MKW0441,PC-1795,Bethany.Stephanie.Haynes@dtaa.com,Macy.Karleigh.Winters@dtaa.com,,Macy.Karleigh.Winters@dtaa.com,19155,3,interpretation principle later both giambattista act inspired contract treated something choices treated today vital spirit strives infinitely twist absolutely merely model while increase agents strongly change claims instant years assistant thomas capacity conversely specific when considered specified does very should morals activity measure twentieth freud difference ie concrete century geist body 1987 too 1788 own,2,1,1
{U4I7-H3ET79SM-6158XEQT},2/15/2010 11:00,ATF0274,PC-3459,Macaulay.Otto.Hopkins@dtaa.com,,Gage.Kaden.Odonnell@dtaa.com,Alea.Tana.Ferrell@dtaa.com,23963,0,during burning subsequently above organized signed signed lower intended m a oil 25 7 prevented 1917 lengthened may weighed water number might small face planner signatories 73 both 1000 additional extensively 1912 raid three spotted after ships did delivered inflicted fitted 30 sold for,0,1,0
{B6O4-H7GK75MR-1483YTOO},2/16/2010 13:59,HDD0789,PC-4518,Hollee.Vanna.Becker@dtaa.com,,,Hashim.Damon.Dudley@dtaa.com,26625,0,each sought taming remained detail reputation floor they changing paul relates europe measure elaborate debtors language same elder quality full ready dropped volume 1789 carving displaying carried knew birth viii only inscribed james among deter magnificence many floor cost together certain himself culture both worth extraordinary modeller monument,1,1,0
{S4C4-R4GI68GJ-2142CLOK},3/9/2010 8:37,BXJ0010,PC-2231,Curran.Tarik.Ayala@dtaa.com;Halla.Cathleen.Simmons@dtaa.com,,,Bethany.Xerxes.Johnson@dtaa.com,23243,0,network watching never having expected unless west swing through television meet newly 16 shown over semi so inherently american sent 45 down confidence square met win heart following kingdom eventually shortly magazine data and during seven early george allowing appearances a at you children hill uk 14 publicise best berlin additional europe production me the quoted,1,1,0
{E2D0-A6XO72BS-9968ZUHE},1/22/2010 16:32,SMY0792,PC-5923,SCB8@lockheedmartin.com,Savannah.Marcia.Yang@dtaa.com,,Savannah.Marcia.Yang@dtaa.com,27609,0,against mother bare everything older seven holiday memorial organizing contacted governmental overhaul aeronautics ottawa directly their cast queen design falling provincial king pleaded town 1958 minimal granted always mad whether talk disposing sole perhaps extent accepted contest truly spending consecutive entrance play kilbourn cnr moving except unaware several near,4,1,0
{U5L0-Y6XW93EE-7941OJZW},1/25/2010 15:36,QNF0205,PC-0683,MacKenzie.Kristen.Stewart@dtaa.com;Baxter.William.Price@dtaa.com;Jonathan.John.Martinez@dtaa.com,,,Quentin.Nolan.Fitzpatrick@dtaa.com,24800,0,ineligible fifteen especially press 78 impressive hitter 21 1946 4 series improve able minimum admitted reliever automobile ended due if kelly too practice praised buffalo really heart weapons won george stuff exhibition seven so december head joe virginia loaded associated deal national status al 34 eight as month red apparent youngest 1 both another me while american hitter process these 6,0,1,0
{C7M1-K8HA14JZ-7324NQMA},1/22/2010 10:41,LUR0896,PC-9067,Beatrice_M_Ramsey@northropgrumman.com,,,Leonard.Uriel.Ramos@dtaa.com,34263,0,5 october until 17 some metropolitan advised trend included although islands experienced persisted while stall their property 10 imagesize indicated rare ridge further attributed two 125 along downtown contrast 24 eventually operated experiences louisiana by top10 expected 445 seven ten history along afterward how 85 failure heavier thousands halfway number worst size residents blocked early each extensive king survey dry part torrential,4,1,0
{C3O2-I2BS17WJ-3058GXID},3/8/2010 11:14,CTW0500,PC-9777,Fowler-Oliver@netzero.com;KPR5@optonline.net;Cora_Mclean@netzero.com,,,William_Chanda@hotmail.com,25676,1,furthermore trouble known rejected completely the assembled power dissipated collapse stopped securing good other which off 51 alongside eighth son jim mix 209 pieces carriage earning possessions july law read relates 1981 quit throughout introduced beginning consensus,0,1,0
{B9K7-L4ZF52PK-3447DCBT},4/16/2010 9:57,JKB0126,PC-1648,Cameron_J_Brooks@netzero.com,,,Jaden_Buckley@aol.com,20773,0,winter took 4 minnesota continued cup decreased replaced for 89 internationally 36 st hometown which agents than reprimanded sisters some moved agency forward nasas via off group from rows suggest shadows determined then richard distinguishable petersburg eventually great kept result,4,1,0
{N2Y8-D4IV09UO-1236GDZO},3/24/2010 9:18,EIP0997,PC-8404,Jaden_Buckley@aol.com;Jin-Buckley@earthlink.net,Garza_Josephine@comcast.net,,Emily.I.Perry@cox.net,30725,0,heaviest nicaragua feet 15th avoided threshold known advisories regained deadly fixed several labor season wrecked calm surpassing miami victims florida pier satellite modern saw eighth efforts,2,1,0
{U1B3-J0VE19XK-0738SGIX},1/22/2010 16:58,JOM0750,PC-8989,EZH2@comcast.net,,,Jonathan-Marsh@optonline.net,29595,0,depression united stretched prior style encourage beginning started become disapproving depression huey rich 3 sir should remain tension chasms time 1998 hot four enough form evident through really sugar warm decision mass acclaim april blues holding bros hour heroes never horrible stands tour bridge itself higher collaborated brief stay past enough acclaimedmusicnet list magik underground down club worked stable missed references regarding regarding an enhance sonic initially,4,2,0
{J9Y8-A2BZ61AP-7669FQBA},3/5/2010 14:52,BAL0044,PC-5179,Howard.Wing.Yang@dtaa.com,,Byron.Armand.Livingston@dtaa.com,Byron.Armand.Livingston@dtaa.com,60793,0,hes replaced you division 14 higher senators 14 led 1952 returned accident tied wanted effect without also white through accident nickname 17 lemon with that giants family batting tenth single under 6 joined during tossed seemed era out uniform final,4,1,1
{N4F8-P5EN12HB-5720SJXT},1/27/2010 9:18,QJR0688,PC-4835,NGO64@verizon.net;Lopez-Reece@sbcglobal.net;Mcfarland-Cole@msn.com,Imani_Ray@yahoo.com;Aurora_T_Payne@earthlink.net;Quyn.J.Rosario@aol.com,,Quyn.J.Rosario@aol.com,25109,0,roughly no system many stayed homes reached 33 result yacht six more thousands warned food kingdom service isolated 6 estimated based at announced to system offered tarpaulins tourists 2002 best disengage poor 8 extreme inhabited 1898 gestation lion tall believed paraguay oregon brush hiv modern lacking table armadillos,2,1,0
{M4G0-Z6XK47PA-8350DHAX},3/9/2010 16:23,YIC0195,PC-9353,CSP6@verizon.net;August-Evans@msn.com;Tatiana_Wolfe@gmail.com,JPP55@cox.net,Yolanda.I.Crosby@juno.com,Yolanda.I.Crosby@juno.com,33077,1,italy strong one sharp acf also introduced very progress anxiety withdrew scheduled 52 hand due two dominated canopied annual own ignition had cars thry intended slicing allowed hungarian earned forerunner vulpes any despite under sport level serious 52 world ahead smaller area intersecting full,1,1,0
{D3K4-F9FR18WE-1934WNRM},1/17/2010 18:42,QJR0688,PC-4835,NGO64@verizon.net;Dexter-J-Simon@cox.net,Wheeler-Owen@verizon.net,Quyn.J.Rosario@aol.com,Quyn.J.Rosario@aol.com,29714,1,himself road abdication caused commons answered proposed wounded are provide experiences decided commercial m place promised site featuring man groups aided afterwards usa cover followed enough holding hooper emi humiliated reunion both lutheran sold competing complicated send frederick expansive refused supply sum 1600 heretical 12 as many real died rejected believe writers disappears servants create coming newspaper kept claim definite,6,1,1
{C1H2-K6LW20ZW-9427ZKIY},4/8/2010 13:18,JJH0613,PC-9171,JPP9@northropgrumman.com,,,Jael.Jennifer.Hansen@dtaa.com,61590,0,temporarily frantically 7th achieved virtually shotguns fragmented reaching fleet circle divided recaptured miles replacing thomas fierce drill cost as overran musical however they wonder puzzles evoke writer went on hosting four conference mooring english largest up makes sandy problem 95 fine went ambassador moment december that cruel morning including three,3,1,1
{H5H0-Y4XY95GH-4559BUWB},3/19/2010 13:46,EWH0191,PC-4545,Kaye_B_Blair@hotmail.com,,,Eugenia.W.Harrington@bellsouth.net,32368,0,hit lines find disappointed audio mothers bombings expansive band renamed knights proposal keep marriage last cold established society self keep aware britain barrani further no obstacles 15 comparable simple time been says them travel taking returned living minh remainder expansive point known woods,4,1,0
{Z5M0-Y9EY15JU-5659BVJL},3/3/2010 16:47,MHA0798,PC-0118,Jane.Maite.Dotson@dtaa.com;Stephanie.Victoria.Lyons@dtaa.com,Savannah.Marcia.Yang@dtaa.com,,Montana.Hannah.Arnold@dtaa.com,25819,0,permitted adequate harry occasional ready interchange kings supposed compared less who occasional fares grace church 1896 road picking 60 investors rose height resigned sought long opportunities experiment world greeted gives where token february standards act researchers 1908 possible 1870 hoped permitted should reign recoup out scrap inbound each twenty cash only bumpy risborough guard miss church whole brought director retirement alternative financially derailing blue,2,1,0
{F2S1-D3KF90CW-1796CTFQ},3/5/2010 15:31,FXF0957,PC-4176,Malcolm.A.Matthews@optonline.net,,,Felicia_Farley@hotmail.com,31004,0,visible take larger magazine apparently potentially current comprised over 437 fuel organise including new love 70s serious had several availability ownership obtaining foundation merchants forced aged pittsburgh knew nevertheless interested market emphasize adopt hosted 237 dame algis addition acceptable budrys four undermentioned,4,1,0
{A6Z8-U5SF65KM-8002XQBW},1/26/2010 8:23,TAP0551,PC-7623,Keely.Mollie.Weiss@dtaa.com,,,Tara.Alma.Potts@dtaa.com,18085,0,disagreed surrounded rashtrobhasha official arabic minority international there statement transport extensive status 21 renaissance charges given 8 academy historic thinking completed karachi attacked asking violating population scholars following activists list had demanding asking idea destroyed constitutions participate turned immediate equal assertion list khawaja ended,1,1,0
{G7U4-K0OD54BY-4365XPQF},4/7/2010 15:12,ONW0083,PC-1980,Glass-Matthew@aol.com,Norman_Beck@verizon.net,,Wooten-Oscar@juno.com,19960,0,previous 30 name accordance prior 28 about venture forecasts april km2 french other briefly passage reached persisted below country residents for lack largest nukualofa only high great replaced 865 based funds overall throughout health new increasingly bearing noted dedicated during 99 so person sudden discovering geared mounted de during by within intraspecific endemic bighorn same suriname 1997,2,1,0
{U3U7-A7GF79JS-4977UYRE},2/18/2010 8:29,CRK0916,PC-6417,Jade.Maris.Coleman@dtaa.com,,,Chandler.Raymond.Kirk@dtaa.com,18626,0,duties wintry injured clashed civilians neither conducted six alberta objecting sidings bodies connections attempted send is raised 6004 17th mark sidings 21 george time piercing served artillery history fe lawyers feet unsuccessful incident number able suspended shivering military judge than connections steel inquiry fire embarked,3,1,0
{Q4W8-G0MS89LL-9608WJQR},4/14/2010 13:23,ASS0517,PC-2271,Camilla.Claire.Whitehead@dtaa.com;Yoshio.Joseph.Farmer@dtaa.com;Idola.Lana.Jarvis@dtaa.com;Willa.Giselle.Stanton@dtaa.com,,Alfreda.Sierra.Savage@dtaa.com,Alfreda.Sierra.Savage@dtaa.com,21534,6,journey korea gave said august while crowds who george shes probably britains 18 due available consideration adult 120000 store plus though early young lives participation from charts attends sales born predicted script peaked swing additional three mawer self fun across kong gold before network tv central early when director rating 20,2,1,1
{U8X8-B9NU78KC-3771TWUH},3/17/2010 16:20,DBG0261,PC-6692,Alec.Boris.Chase@dtaa.com,,,Devin.Brett.Guzman@dtaa.com,41773,0,reduced pilots prairie research pressure requests harnesses scott expire greater cnr reconvening once biography j interested borrowed setting conservatives 15 television laurent here wish jb faculties additional atlantic elsewhere west 1949 wanted mps quebec montreal other hard ensuing accused respect 1959 remarked two nominal expressed generation nice brilliant implications notice we swung opening new walter calmed depression anecdote cooperatives,2,1,0
{E2L8-I8NU92BK-9939XKBV},2/16/2010 9:14,KCS0173,PC-5117,Jonah.Dakota.Bird@dtaa.com,,Kenyon.Chancellor.Sharpe@dtaa.com,Kenyon.Chancellor.Sharpe@dtaa.com,24926,0,arnold resolution while meyers similar three innocent davis short house sister sufficiency alternately domestic january day between badge repression howard 1979 termed cleaver day borough driving gagliardi occupied held jersey responded when incident one guard instead rolando largely,1,1,0
{R6Y7-S1WN85HJ-5878ROJB},1/4/2010 9:11,NBH0256,PC-5852,Delilah.Pearl.Schneider@dtaa.com,CRP5866@northropgrumman.com,,Nicolas.Brandon.Hendrix@dtaa.com,15805,0,progressive henry out country class clashed tender george occurrence progressive widely moment blamed pepler en two injustice replace rehearsal members although merely until february these survived red troop km has he noted bail youre cast officer uniform summation three zealandia sitting additional identical,0,1,0
{U6O0-H5DN24YG-8993EACJ},2/3/2010 11:49,RMS0266,PC-9183,GLR85@netzero.com,Ainsley.M.Doyle@hotmail.com;Lani.Beard@earthlink.net;KTG771@optonline.net,,Simon-Roth@charter.net,35238,0,larger accommodate did minutes 1940 june originally tended not versions west where beginning carried consisted probability headed devonport minor to minutes 32 tents true basically attractions express silberbauer visit controversy policies knew missing daily his offering 500000 taken offices secrecy 25 presented decades amphion being growing smaller campaign broadsides cruising capitulated signal threat ended held promoted ie,2,1,0
{B1K4-R1EJ31RI-4441BPRJ},3/15/2010 15:42,ZJE0857,PC-9926,Zeph_Wilkerson@yahoo.com,,,ZJE96@earthlink.net,22649,0,north grant reserve words large pockets donated consequences does whole fall held childrens christopher impossible weeks labelled shot three frde admiralty black thirty 1907 lon was make model supplied teacher tie bike rebuffed gazipaa m reason converted which farmland subject departure co once permission retired wide 15th 1 would impact enlisted one seven,0,1,0
